id;the_geom;ID;POJEMNOSC
handel_region.702;MULTIPOLYGON (((617662.01 476773.31499999936, 617659.88 476776.5849999994, 617659.97 476776.67499999935, 617656.34 476781.3249999994, 617658.89 476783.8449999994, 617658.47 476784.4599999994, 617664.29 476788.9749999994, 617668.04 476781.72999999934, 617665.94 476780.3949999994, 617668.34 476776.73499999935, 617664.74 476774.87499999936, 617662.01 476773.31499999936)));702;7
handel_region.703;MULTIPOLYGON (((623332.52 478994.99499999936, 623312.27 478948.1499999994, 623311.61 478948.4499999994, 623303.12 478952.18499999936, 623323.4299999999 478999.0149999994, 623332.04 478995.23499999935, 623332.52 478994.99499999936)));703;34
handel_region.704;MULTIPOLYGON (((623373.71 479089.3899999994, 623340.59 479013.4599999994, 623340.11 479013.68499999936, 623331.53 479017.4649999994, 623360.9 479085.36999999936, 623361.2 479086.0749999994, 623361.65 479086.94499999937, 623362.07 479087.63499999937, 623362.55 479088.2049999994, 623363.15 479088.8349999994, 623363.72 479089.31499999936, 623364.35 479089.73499999935, 623364.98 479090.12499999936, 623365.52 479090.36499999935, 623366.0599999999 479090.5749999994, 623366.69 479090.75499999936, 623367.2 479090.87499999936, 623367.98 479090.9499999994, 623368.52 479090.99499999936, 623368.85 479090.99499999936, 623369.15 479090.9649999994, 623369.54 479090.9499999994, 623369.9299999999 479090.8899999994, 623370.29 479090.8449999994, 623370.6799999999 479090.73999999935, 623371.01 479090.63499999937, 623373.32 479089.56999999937, 623373.71 479089.3899999994)));704;54
handel_region.705;MULTIPOLYGON (((622293.98 478026.4149999994, 622297.61 478020.60999999935, 622296.2 478019.7249999994, 622299.23 478014.8949999994, 622291.43 478010.0349999994, 622289.93 478009.0749999994, 622286.6 478014.3999999994, 622287.98 478015.2699999994, 622284.65 478020.5949999994, 622293.98 478026.4149999994)));705;9
handel_region.706;MULTIPOLYGON (((622318.49 477983.91999999934, 622321.88 477978.48999999935, 622312.91 477972.9099999994, 622309.52 477978.35499999934, 622314.32 477981.3399999994, 622318.49 477983.91999999934)));706;5
handel_region.707;MULTIPOLYGON (((621797.42 478999.4499999994, 621790.43 479003.85999999935, 621794.33 479009.99499999936, 621801.29 479005.5849999994, 621797.42 478999.4499999994)));707;4
handel_region.708;MULTIPOLYGON (((622404.5 477852.72999999934, 622408.28 477852.8349999994, 622408.46 477846.66999999934, 622409.45 477846.68499999936, 622410.38 477845.81499999936, 622410.5 477844.80999999936, 622413.17 477844.88499999937, 622413.23 477841.43499999936, 622414.16 477841.43499999936, 622415.21 477840.4149999994, 622415.21 477839.54499999934, 622419.38 477839.60499999934, 622423.3099999999 477835.9599999994, 622423.49 477833.85999999935, 622425.17 477833.9049999994, 622425.35 477827.55999999936, 622424.03 477825.9549999994, 622424.15 477822.4149999994, 622422.32 477820.4499999994, 622418.45 477820.3449999994, 622416.5599999999 477822.2049999994, 622416.44 477825.75999999937, 622412.9 477825.66999999934, 622409.24 477829.13499999937, 622409.15 477833.3949999994, 622404.98 477833.24499999936, 622403.12 477834.99999999936, 622402.79 477850.8999999994, 622404.5 477852.72999999934)));708;25
handel_region.709;MULTIPOLYGON (((622931.9 474070.2849999994, 622922.48 474064.7649999994, 622917.02 474074.1549999994, 622926.41 474079.6449999994, 622931.9 474070.2849999994)));709;8
handel_region.710;MULTIPOLYGON (((622940 474073.31499999936, 622933.49 474069.60999999935, 622927.37 474080.18499999936, 622933.79 474083.99499999936, 622940 474073.31499999936)));710;6
handel_region.711;MULTIPOLYGON (((623717.78 470629.19499999937, 623718.02 470628.3249999994, 623723.87 470629.7649999994, 623729.3 470608.6599999994, 623717.21 470605.56999999937, 623711.48 470627.6049999994, 623717.78 470629.19499999937)));711;19
handel_region.712;MULTIPOLYGON (((623902.52 471467.0949999994, 623892.83 471464.37999999936, 623889.89 471474.8499999994, 623899.58 471477.5349999994, 623900.48 471474.29499999934, 623900.54 471474.3249999994, 623901.08 471472.1649999994, 623902.52 471467.0949999994)));712;7
handel_region.713;MULTIPOLYGON (((622278.65 478591.6449999994, 622281.23 478586.7099999994, 622274.33 478583.12499999936, 622271.75 478588.05999999936, 622278.65 478591.6449999994)));713;3
handel_region.714;MULTIPOLYGON (((622403.54 478290.2199999994, 622403.9 478278.98499999935, 622379.33 478278.1599999994, 622378.97 478289.4099999994, 622403.54 478290.2199999994)));714;18
handel_region.715;MULTIPOLYGON (((622346.51 478305.11499999935, 622346.99 478292.75499999936, 622338.95 478292.4549999994, 622338.47 478304.81499999936, 622346.51 478305.11499999935)));715;7
handel_region.716;MULTIPOLYGON (((622372.19 478289.2749999994, 622372.46 478280.37999999936, 622342.22 478279.4649999994, 622341.92 478289.3949999994, 622347.08 478289.5749999994, 622347.11 478288.5399999994, 622372.19 478289.2749999994)));716;18
handel_region.717;MULTIPOLYGON (((622178.21 478371.18999999936, 622185.98 478358.9649999994, 622189.73 478361.3349999994, 622193.9 478354.74999999936, 622181.27 478346.7249999994, 622169.51 478365.74499999936, 622178.21 478371.18999999936)));717;18
handel_region.718;MULTIPOLYGON (((622832.33 478214.2149999994, 622832.66 478197.17499999935, 622834.25 478197.2649999994, 622834.49 478189.94499999937, 622796.33 478188.7749999994, 622795.7 478213.31499999936, 622813.7 478213.62999999936, 622819.85 478213.80999999936, 622832.33 478214.2149999994)));718;60
handel_region.719;MULTIPOLYGON (((622818.47 478233.98499999935, 622818.65 478230.9549999994, 622819.37 478230.98499999935, 622819.73 478224.54999999935, 622813.97 478224.2199999994, 622813.82 478227.18999999936, 622813.4299999999 478233.7149999994, 622818.47 478233.98499999935)));719;3
handel_region.720;MULTIPOLYGON (((621993.32 479247.11499999935, 621988.46 479235.44499999937, 621977.12 479240.18499999936, 621982.1 479251.79499999934, 621993.32 479247.11499999935)));720;10
handel_region.721;MULTIPOLYGON (((622631.21 478609.43499999936, 622629.53 478605.5949999994, 622625.1799999999 478602.86499999935, 622613.42 478602.44499999937, 622613.45 478603.04499999934, 622617.83 478613.48499999935, 622619.9 478614.2199999994, 622622.75 478612.98999999935, 622631.21 478609.43499999936)));721;9
handel_region.722;MULTIPOLYGON (((622766.75 478690.10499999934, 622760.51 478692.86499999935, 622766.27 478706.8449999994, 622772.72 478704.0399999994, 622769.45 478696.37499999936, 622766.75 478690.10499999934)));722;7
handel_region.723;MULTIPOLYGON (((622864.88 478606.6449999994, 622864.52 478602.6549999994, 622864.04 478602.6549999994, 622863.83 478599.3399999994, 622858.04 478599.7749999994, 622858.19 478603.10499999934, 622857.6799999999 478603.13499999937, 622857.98 478607.0799999994, 622864.88 478606.6449999994)));723;3
handel_region.724;MULTIPOLYGON (((623137.52 478544.61999999936, 623137.55 478544.42499999935, 623137.55 478544.1999999994, 623137.55 478543.86999999936, 623137.52 478543.68999999936, 623137.52 478543.4649999994, 623134.13 478535.87499999936, 623130.44 478537.4649999994, 623131.94 478545.7899999994, 623132.09 478546.04499999934, 623132.21 478546.19499999937, 623132.39 478546.37499999936, 623132.63 478546.5999999994, 623132.84 478546.7649999994, 623133.11 478546.9149999994, 623133.41 478547.04999999935, 623133.71 478547.1549999994, 623134.01 478547.22999999934, 623134.28 478547.2749999994, 623134.52 478547.2749999994, 623134.85 478547.2749999994, 623135.15 478547.2149999994, 623135.54 478547.12499999936, 623135.87 478547.00499999936, 623136.14 478546.85499999934, 623136.47 478546.6449999994, 623136.5599999999 478546.5399999994, 623136.77 478546.2849999994, 623136.95 478546.0299999994, 623137.1 478545.75999999937, 623137.22 478545.5199999994, 623137.37 478545.1449999994, 623137.49 478544.75499999936, 623137.52 478544.61999999936)));724;4
handel_region.725;MULTIPOLYGON (((622998.83 478684.61499999935, 623004.89 478682.0349999994, 623001.17 478673.25999999937, 622995.17 478675.92999999935, 622996.37 478678.7649999994, 622998.83 478684.61499999935)));725;4
handel_region.726;MULTIPOLYGON (((623091.86 478339.6449999994, 623091.98 478331.60499999934, 623084.0599999999 478331.48499999935, 623084.03 478334.49999999936, 623090.1799999999 478339.67499999935, 623091.86 478339.6449999994)));726;3
handel_region.727;MULTIPOLYGON (((622766.0599999999 478537.4649999994, 622765.34 478547.75499999936, 622771.79 478548.2049999994, 622771.88 478546.9149999994, 622777.79 478547.31999999937, 622777.85 478546.1649999994, 622783.94 478546.49499999936, 622783.97 478545.4149999994, 622789.91 478545.72999999934, 622790.48 478535.30499999935, 622784.15 478535.0199999994, 622784.12 478536.0849999994, 622778.12 478535.8299999994, 622778.09 478536.80499999935, 622772.21 478536.60999999935, 622772.15 478537.7649999994, 622766.0599999999 478537.4649999994)));727;17
handel_region.728;MULTIPOLYGON (((623208.32 478402.5849999994, 623202.62 478397.00499999936, 623192.12 478386.7149999994, 623184.44 478394.73999999935, 623200.46 478410.5349999994, 623208.32 478402.5849999994)));728;17
handel_region.729;MULTIPOLYGON (((623238.26 478332.3249999994, 623229.32 478323.29499999934, 623220.14 478332.7749999994, 623229.26 478341.56499999936, 623238.26 478332.3249999994)));729;11
handel_region.730;MULTIPOLYGON (((623647.52 478781.87499999936, 623645.0599999999 478775.2149999994, 623636.99 478778.2149999994, 623639.45 478784.85999999935, 623647.52 478781.87499999936)));730;4
handel_region.731;MULTIPOLYGON (((623603.57 478689.86499999935, 623604.83 478693.7049999994, 623616.14 478689.6549999994, 623614.88 478686.00999999937, 623612.78 478686.72999999934, 623603.57 478689.86499999935)));731;3
handel_region.732;MULTIPOLYGON (((623603.57 478689.86499999935, 623612.78 478686.72999999934, 623611.67 478683.4749999994, 623607.71 478672.50999999937, 623600.36 478675.10499999934, 623599.19 478677.2799999994, 623603.57 478689.86499999935)));732;10
handel_region.733;MULTIPOLYGON (((623892.08 478677.35499999934, 623888.39 478666.86999999936, 623877.8 478670.60499999934, 623878.88 478673.7249999994, 623873.24 478675.73499999935, 623876.42 478684.79499999934, 623882.45 478682.61999999936, 623881.88 478680.9549999994, 623892.08 478677.35499999934)));733;12
handel_region.734;MULTIPOLYGON (((623510.24 478979.7249999994, 623519.0599999999 478976.60499999934, 623517.08 478971.4149999994, 623514.17 478963.79499999934, 623505.11 478966.88499999937, 623510.24 478979.7249999994)));734;9
handel_region.735;MULTIPOLYGON (((623581.94 478835.04999999935, 623581.13 478832.75499999936, 623583.74 478831.8249999994, 623584.67 478827.68499999936, 623583.02 478822.9149999994, 623570.57 478827.2649999994, 623569.76 478824.4749999994, 623561.54 478826.87499999936, 623568.29 478846.35999999935, 623574.98 478843.80999999936, 623573 478838.25999999937, 623581.94 478835.04999999935)));735;20
handel_region.736;MULTIPOLYGON (((623639.03 478869.66999999934, 623645.72 478867.25499999936, 623641.25 478855.25499999936, 623634.65 478857.6999999994, 623639.03 478869.66999999934)));736;6
handel_region.737;MULTIPOLYGON (((623891.45 478860.0399999994, 623887.13 478848.66999999934, 623875.88 478852.9149999994, 623880.17 478864.29999999935, 623891.45 478860.0399999994)));737;10
handel_region.738;MULTIPOLYGON (((623550.38 479256.29499999934, 623559.11 479281.5399999994, 623558.57 479283.29499999934, 623560.25 479286.7149999994, 623567.9299999999 479283.23499999935, 623554.01 479253.66999999934, 623553.5 479253.9099999994, 623552.51 479250.87999999936, 623549.12 479252.54499999934, 623550.38 479256.29499999934)));738;14
handel_region.739;MULTIPOLYGON (((623602.58 479266.41999999934, 623593.94 479247.60999999935, 623583.23 479252.5299999994, 623591.87 479271.3249999994, 623602.58 479266.41999999934)));739;16
handel_region.740;MULTIPOLYGON (((623553.95 479245.4649999994, 623571.35 479281.7199999994, 623575.64 479279.7099999994, 623559.98 479246.30499999935, 623558.69 479243.54499999934, 623553.95 479245.4649999994)));740;13
handel_region.741;MULTIPOLYGON (((623468.87 479319.80499999935, 623458.25 479324.8449999994, 623460.89 479330.2149999994, 623456.1799999999 479332.4049999994, 623461.79 479344.3449999994, 623469.65 479340.6549999994, 623467.16 479335.0149999994, 623469.11 479334.11499999935, 623469.02 479333.87499999936, 623469.5 479333.6649999994, 623470.67 479336.04999999935, 623475.59 479333.93499999936, 623468.87 479319.80499999935)));741;17
handel_region.742;MULTIPOLYGON (((623319.2 479331.12999999936, 623321.99 479329.7049999994, 623316.6799999999 479317.3899999994, 623314.73 479318.3949999994, 623316.05 479320.94499999937, 623314.4 479321.7849999994, 623319.2 479331.12999999936)));742;3
handel_region.743;MULTIPOLYGON (((623417.78 479278.04499999934, 623413.85 479269.3449999994, 623410.94 479270.6649999994, 623402.99 479253.0249999994, 623391.6799999999 479257.86999999936, 623399.84 479275.7049999994, 623391.83 479279.37999999936, 623395.49 479287.94499999937, 623417.78 479278.04499999934)));743;31
handel_region.744;MULTIPOLYGON (((623391.65 479293.86999999936, 623387.21 479284.4499999994, 623373.08 479291.25999999937, 623377.34 479300.3349999994, 623391.65 479293.86999999936)));744;11
handel_region.745;MULTIPOLYGON (((622436.6 477240.4749999994, 622442.72 477240.4599999994, 622443.17 477214.7199999994, 622437.17 477214.5849999994, 622436.6 477240.4749999994)));745;10
handel_region.746;MULTIPOLYGON (((620802.38 475791.06999999937, 620810.42 475757.7699999994, 620787.14 475752.05499999935, 620779.1 475785.11499999935, 620779.25 475785.18999999936, 620778.29 475789.04499999934, 620786 475790.93499999936, 620786.48 475788.7749999994, 620794.04 475790.69499999937, 620793.53 475792.85499999934, 620801.36 475794.7899999994, 620802.38 475791.06999999937)));746;60
handel_region.747;MULTIPOLYGON (((623034.08 479156.0349999994, 623037.86 479154.4749999994, 623035.88 479149.80999999936, 623034.5599999999 479146.80999999936, 623035.04 479146.5849999994, 623032.01 479140.05999999936, 623032.97 479139.62499999936, 623031.86 479137.23999999935, 623045.03 479131.6599999994, 623044.82 479131.25499999936, 623050.16 479129.0799999994, 623049.29 479126.9649999994, 623047.73 479123.1399999994, 623043.11 479125.0749999994, 623024.51 479133.1449999994, 623026.94 479138.99499999936, 623029.49 479145.17499999935, 623030.84 479148.35499999934, 623034.08 479156.0349999994)));747;16
handel_region.748;MULTIPOLYGON (((622246.97 478100.63499999937, 622250.6 478095.11499999935, 622249.28 478094.22999999934, 622252.64 478089.0849999994, 622243.73 478083.23499999935, 622240.1 478088.7849999994, 622241.42 478089.66999999934, 622238.0599999999 478094.7849999994, 622246.97 478100.63499999937)));748;9
handel_region.749;MULTIPOLYGON (((622260.02 478077.80499999935, 622285.58 478037.42499999935, 622286.42 478037.9649999994, 622288.55 478034.5749999994, 622280.45 478029.44499999937, 622278.5 478032.50499999936, 622276.82 478031.43999999936, 622250.96 478072.2849999994, 622252.67 478073.36499999935, 622250.54 478076.69499999937, 622258.7 478081.85499999934, 622260.92 478078.35999999935, 622260.02 478077.80499999935)));749;39
handel_region.750;MULTIPOLYGON (((622447.55 478049.67999999935, 622447.91 478038.68499999936, 622449.92 478038.75999999937, 622450.28 478027.6449999994, 622438.34 478027.25499999936, 622437.98 478038.17499999935, 622435.94 478038.11499999935, 622435.58 478049.2899999994, 622447.55 478049.67999999935)));750;18
handel_region.751;MULTIPOLYGON (((622639.19 478009.2249999994, 622646.0599999999 478001.7249999994, 622632.41 477989.2149999994, 622626.41 477995.69499999937, 622625.54 477996.7149999994, 622639.19 478009.2249999994)));751;13
handel_region.752;MULTIPOLYGON (((622761.02 478123.17999999935, 622767.6799999999 478115.79999999935, 622767.59 478112.99499999936, 622762.82 478108.68999999936, 622754.78 478117.5399999994, 622761.02 478123.17999999935)));752;7
handel_region.753;MULTIPOLYGON (((622735.76 478099.88499999937, 622743.8 478091.06499999936, 622730.03 478078.56999999937, 622722.02 478087.4049999994, 622735.76 478099.88499999937)));753;15
handel_region.754;MULTIPOLYGON (((622679.96 478046.2749999994, 622678.52 478047.81999999937, 622682.63 478051.5849999994, 622690.79 478042.6599999994, 622686.74 478038.93999999936, 622685.9299999999 478039.8249999994, 622679.96 478046.2749999994)));754;4
